,Unnamed: 0,RecordID,Season,Team,Conference,Overall Seed,Bid Type,NET Rank,PrevNET,AvgOppNETRank,AvgOppNET,WL,Conf.Record,Non-ConferenceRecord,RoadWL,NETSOS,NETNonConfSOS,Quadrant1,Quadrant2,Quadrant3,Quadrant4,Wins,Losses,WinsPct,ConfWins,ConfLosses,ConfWinsPct,NonConfWins,NonConfLosses,NonConfWinsPct,RoadWins,RoadLosses,RoadWinsPct,Q1Wins,Q1Losses,Q1WinsPct,Q2Wins,Q2Losses,Q2WinsPct,Q3Wins,Q3Losses,Q3WinsPct,Q4Wins,Q4Losses,Q4WinsPct,WAB,BARTHAG,ADJOE,ADJDE,EFG_D,ORB
170,942,2023-24-Tennessee,2023-24,Tennessee,SEC,5.0,AL,7.0,7.0,9.0,87.0,24-8,14-5,3-10,3-8,10.0,16.0,7-8,1-5,6-00,5-00,24.0,8.0,0.75,14.0,5.0,0.7368421052631580,3.0,10.0,0.2307692307692310,3.0,8.0,0.2727272727272730,7.0,8.0,0.4666666666666670,1.0,5.0,0.1666666666666670,6.0,0.0,1.0,5.0,0.0,1.0,5.8,0.9382,115.6,91.2,45.4,32.4
171,945,2023-24-Creighton,2023-24,Creighton,Big East,10.0,AL,11.0,11.0,47.0,105.0,23-9,14-7,2-9,5-8,27.0,58.0,5-8,4-7,1-00,7-00,23.0,9.0,0.71875,14.0,7.0,0.6666666666666670,2.0,9.0,0.1818181818181820,5.0,8.0,0.3846153846153850,5.0,8.0,0.3846153846153850,4.0,7.0,0.3636363636363640,1.0,0.0,1.0,7.0,0.0,1.0,4.4,0.9289,120.6,96.5,46.4,25.9
172,947,2023-24-UAB,2023-24,UAB,The American,50.0,AQ,104.0,105.0,98.0,137.0,22-11,15-6,5-7,5-7,114.0,206.0,0-4,3-7,2-9,2-6,22.0,11.0,0.6666666666666670,15.0,6.0,0.7142857142857140,5.0,7.0,0.4166666666666670,5.0,7.0,0.4166666666666670,0.0,4.0,0.0,3.0,7.0,0.3,2.0,9.0,0.1818181818181820,2.0,6.0,0.25,-2.7,0.6634,112.7,106.3,51.0,35.3
173,958,2023-24-Col.ofCharleston,2023-24,Col. of Charleston,CAA,54.0,AQ,97.0,97.0,200.0,198.0,26-7,18-3,4-8,2-10,268.0,253.0,0-1,2-1,4-11,14-0,26.0,7.0,0.7878787878787880,18.0,3.0,0.8571428571428570,4.0,8.0,0.3333333333333330,2.0,10.0,0.1666666666666670,0.0,1.0,0.0,2.0,1.0,0.6666666666666670,4.0,11.0,0.2666666666666670,14.0,0.0,1.0,-1.6,0.7019,113.3,105.2,50.6,33.5
174,964,2023-24-MichiganSt.,2023-24,Michigan St.,Big Ten,33.0,AL,24.0,24.0,7.0,84.0,19-14,11-11,3-8,7-3,14.0,44.0,9-3,5-6,6-00,4-00,19.0,14.0,0.5757575757575760,11.0,11.0,0.5,3.0,8.0,0.2727272727272730,7.0,3.0,0.7,9.0,3.0,0.75,5.0,6.0,0.4545454545454550,6.0,0.0,1.0,4.0,0.0,1.0,0.21,0.8983,112.7,93.3,48.0,29.9
175,965,2023-24-UtahSt.,2023-24,Utah St.,Mountain West,30.0,AL,38.0,38.0,92.0,132.0,25-6,15-5,1-10,4-8,90.0,198.0,5-4,1-4,7-00,10-00,25.0,6.0,0.8064516129032260,15.0,5.0,0.75,1.0,10.0,0.0909090909090909,4.0,8.0,0.3333333333333330,5.0,4.0,0.5555555555555560,1.0,4.0,0.2,7.0,0.0,1.0,10.0,0.0,1.0,3.3,0.8144,114.1,100.4,49.6,28.5
176,973,2023-24-Oakland,2023-24,Oakland,Horizon,55.0,AQ,126.0,126.0,181.0,191.0,23-11,18-5,6-5,7-9,157.0,14.0,5-1,1-00,6-7,14-0,23.0,11.0,0.6764705882352940,18.0,5.0,0.782608695652174,6.0,5.0,0.5454545454545450,7.0,9.0,0.4375,5.0,1.0,0.8333333333333330,1.0,0.0,1.0,6.0,7.0,0.4615384615384620,14.0,0.0,1.0,-4.2,0.5853,107.8,104.6,50.6,30.6
177,987,2023-24-Fla.Atlantic,2023-24,Fla. Atlantic,The American,31.0,AL,39.0,39.0,90.0,131.0,25-8,15-5,3-10,5-5,99.0,51.0,2-2,3-8,1-8,2-7,25.0,8.0,0.7575757575757580,15.0,5.0,0.75,3.0,10.0,0.2307692307692310,5.0,5.0,0.5,2.0,2.0,0.5,3.0,8.0,0.2727272727272730,1.0,8.0,0.1111111111111110,2.0,7.0,0.2222222222222220,1.2,0.817,117.3,103.0,49.7,33.8
178,988,2023-24-BYU,2023-24,BYU,Big 12,17.0,AL,12.0,12.0,59.0,111.0,23-10,9-11,1-12,7-3,40.0,293.0,8-6,2-5,4-00,8-00,23.0,10.0,0.696969696969697,9.0,11.0,0.45,1.0,12.0,0.0769230769230769,7.0,3.0,0.7,8.0,6.0,0.5714285714285710,2.0,5.0,0.2857142857142860,4.0,0.0,1.0,8.0,0.0,1.0,2.9,0.9067,120.6,99.0,48.0,32.8
179,993,2023-24-Wagner,2023-24,Wagner,NEC,68.0,AQ,290.0,290.0,355.0,268.0,14-15,9-10,6-4,10-9,351.0,226.0,0-2,0-0,3-3,10-11,14.0,15.0,0.4827586206896550,9.0,10.0,0.4736842105263160,6.0,4.0,0.6,10.0,9.0,0.5263157894736840,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.5,10.0,11.0,0.4761904761904760,-11.7,0.2399,95.0,105.0,48.4,29.5
180,1005,2023-24-Purdue,2023-24,Purdue,Big Ten,3.0,AL,3.0,3.0,2.0,74.0,29-4,18-4,11-00,3-7,8.0,9.0,4-12,8-00,6-00,3-00,29.0,4.0,0.8787878787878790,18.0,4.0,0.8181818181818180,11.0,0.0,1.0,3.0,7.0,0.3,4.0,12.0,0.25,8.0,0.0,1.0,6.0,0.0,1.0,3.0,0.0,1.0,11.0,0.9644,126.2,94.7,47.7,37.4
181,1011,2023-24-Grambling,2023-24,Grambling,SWAC,66.0,AQ,279.0,279.0,323.0,244.0,17-14,17-4,0-10,9-7,169.0,2.0,0-6,0-0,0-2,17-6,17.0,14.0,0.5483870967741940,17.0,4.0,0.8095238095238100,0.0,10.0,0.0,9.0,7.0,0.5625,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,6.0,0.7391304347826090,-8.0,0.2805,97.7,106.0,49.1,28.1
182,1012,2023-24-Stetson,2023-24,Stetson,ASUN,64.0,AQ,209.0,209.0,272.0,223.0,19-12,14-5,7-5,10-6,243.0,62.0,2-1,0-2,1-00,17-8,19.0,12.0,0.6129032258064520,14.0,5.0,0.7368421052631580,7.0,5.0,0.5833333333333330,10.0,6.0,0.625,2.0,1.0,0.6666666666666670,0.0,2.0,0.0,1.0,0.0,1.0,17.0,8.0,0.68,-6.8,0.3559,108.3,114.0,52.0,27.5
183,1017,2023-24-Texas,2023-24,Texas,Big 12,27.0,AL,30.0,30.0,36.0,103.0,20-12,10-9,2-11,6-4,17.0,208.0,9-5,2-3,1-5,7-00,20.0,12.0,0.625,10.0,9.0,0.5263157894736840,2.0,11.0,0.1538461538461540,6.0,4.0,0.6,9.0,5.0,0.6428571428571430,2.0,3.0,0.4,1.0,5.0,0.1666666666666670,7.0,0.0,1.0,1.2,0.9006,119.0,98.3,49.0,30.5
184,1020,2023-24-Akron,2023-24,Akron,MAC,56.0,AQ,108.0,108.0,200.0,198.0,22-10,16-5,5-6,6-7,212.0,59.0,0-3,3-2,2-6,14-2,22.0,10.0,0.6875,16.0,5.0,0.7619047619047620,5.0,6.0,0.4545454545454550,6.0,7.0,0.4615384615384620,0.0,3.0,0.0,3.0,2.0,0.6,2.0,6.0,0.25,14.0,2.0,0.875,-4.5,0.5953,105.0,101.6,48.6,29.5
185,1026,2023-24-TexasA&M,2023-24,Texas A&M,SEC,34.0,AL,45.0,45.0,36.0,103.0,20-14,10-11,4-9,6-6,18.0,21.0,7-7,3-6,4-2,5-00,20.0,14.0,0.5882352941176470,10.0,11.0,0.4761904761904760,4.0,9.0,0.3076923076923080,6.0,6.0,0.5,7.0,7.0,0.5,3.0,6.0,0.3333333333333330,4.0,2.0,0.6666666666666670,5.0,0.0,1.0,0.25,0.8499,115.0,98.9,50.1,41.9
186,1034,2023-24-Illinois,2023-24,Illinois,Big Ten,12.0,AQ,13.0,15.0,27.0,98.0,26-8,17-6,2-9,5-6,35.0,150.0,6-8,1-6,1-7,5-00,26.0,8.0,0.7647058823529410,17.0,6.0,0.7391304347826090,2.0,9.0,0.1818181818181820,5.0,6.0,0.4545454545454550,6.0,8.0,0.4285714285714290,1.0,6.0,0.1428571428571430,1.0,7.0,0.125,5.0,0.0,1.0,6.0,0.9221,125.3,101.1,48.0,36.2
187,1035,2023-24-ColoradoSt.,2023-24,Colorado St.,Mountain West,44.0,AL,36.0,36.0,48.0,106.0,22-10,9-12,1-10,7-4,60.0,82.0,7-6,2-3,1-7,6-00,22.0,10.0,0.6875,9.0,12.0,0.4285714285714290,1.0,10.0,0.0909090909090909,7.0,4.0,0.6363636363636360,7.0,6.0,0.5384615384615380,2.0,3.0,0.4,1.0,7.0,0.125,6.0,0.0,1.0,1.5,0.846,113.8,98.1,49.3,24.3
188,1036,2023-24-Florida,2023-24,Florida,SEC,25.0,AL,29.0,26.0,34.0,102.0,24-11,14-8,3-10,7-3,30.0,107.0,8-6,2-4,1-9,5-00,24.0,11.0,0.6857142857142860,14.0,8.0,0.6363636363636360,3.0,10.0,0.2307692307692310,7.0,3.0,0.7,8.0,6.0,0.5714285714285710,2.0,4.0,0.3333333333333330,1.0,9.0,0.1,5.0,0.0,1.0,3.0,0.8951,119.7,99.3,48.8,37.5
189,1045,2023-24-JamesMadison,2023-24,James Madison,Sun Belt,48.0,AQ,52.0,52.0,293.0,230.0,30-3,18-3,12-00,2-12,320.0,331.0,1-1,0-1,1-7,22-0,30.0,3.0,0.9090909090909090,18.0,3.0,0.8571428571428570,12.0,0.0,1.0,2.0,12.0,0.1428571428571430,1.0,1.0,0.5,0.0,1.0,0.0,1.0,7.0,0.125,22.0,0.0,1.0,1.5,0.778,112.0,100.4,46.7,32.0
190,1052,2023-24-TCU,2023-24,TCU,Big 12,35.0,AL,42.0,42.0,80.0,120.0,21-12,10-10,2-11,5-6,26.0,328.0,11-5,1-3,5-00,8-00,21.0,12.0,0.6363636363636360,10.0,10.0,0.5,2.0,11.0,0.1538461538461540,5.0,6.0,0.4545454545454550,11.0,5.0,0.6875,1.0,3.0,0.25,5.0,0.0,1.0,8.0,0.0,1.0,1.3,0.869,114.5,97.1,50.3,35.5
191,1057,2023-24-TexasTech,2023-24,Texas Tech,Big 12,23.0,AL,27.0,28.0,30.0,100.0,23-10,8-12,2-11,6-4,29.0,311.0,9-6,1-4,6-00,7-00,23.0,10.0,0.696969696969697,8.0,12.0,0.4,2.0,11.0,0.1538461538461540,6.0,4.0,0.6,9.0,6.0,0.6,1.0,4.0,0.2,6.0,0.0,1.0,7.0,0.0,1.0,3.4,0.8846,117.5,98.4,49.1,30.2
192,1062,2023-24-Auburn,2023-24,Auburn,SEC,15.0,AQ,5.0,5.0,36.0,103.0,27-7,16-5,2-11,5-5,64.0,171.0,7-3,10-00,9-00,5-00,27.0,7.0,0.7941176470588240,16.0,5.0,0.7619047619047620,2.0,11.0,0.1538461538461540,5.0,5.0,0.5,7.0,3.0,0.7,10.0,0.0,1.0,9.0,0.0,1.0,5.0,0.0,1.0,5.5,0.9573,120.7,92.1,43.4,32.9
193,1063,2023-24-Houston,2023-24,Houston,Big 12,2.0,AL,1.0,1.0,10.0,88.0,30-4,17-4,13-0,3-7,11.0,194.0,16-4,3-00,4-00,7-00,30.0,4.0,0.8823529411764710,17.0,4.0,0.8095238095238100,13.0,0.0,1.0,3.0,7.0,0.3,16.0,4.0,0.8,3.0,0.0,1.0,4.0,0.0,1.0,7.0,0.0,1.0,10.6,0.9785,119.2,85.5,44.0,36.9
194,1074,2023-24-Nebraska,2023-24,Nebraska,Big Ten,29.0,AL,33.0,33.0,59.0,111.0,23-10,13-9,1-10,8-3,67.0,301.0,7-4,3-5,7-00,7-00,23.0,10.0,0.696969696969697,13.0,9.0,0.5909090909090910,1.0,10.0,0.0909090909090909,8.0,3.0,0.7272727272727270,7.0,4.0,0.6363636363636360,3.0,5.0,0.375,7.0,0.0,1.0,7.0,0.0,1.0,2.4,0.8999,115.7,95.6,46.3,27.8
249,1081,2024-25-MississippiSt.,2024-25,Mississippi St.,SEC,32.0,AL,34.0,34.0,22.0,86.0,21-12,11-9,1-12,5-6,15.0,128.0,10-7,2-6,2-00,6-00,21.0,12.0,0.6363636363636360,11.0,9.0,0.55,1.0,12.0,0.0769230769230769,5.0,6.0,0.4545454545454550,10.0,7.0,0.5882352941176470,2.0,6.0,0.25,2.0,0.0,1.0,6.0,0.0,1.0,3.0,0.8888,118.3,98.8,51.9,34.1
250,1082,2024-25-Missouri,2024-25,Missouri,SEC,23.0,AL,16.0,16.0,55.0,105.0,22-11,9-11,2-11,7-3,20.0,226.0,11-7,3-00,4-00,8-00,22.0,11.0,0.6666666666666670,9.0,11.0,0.45,2.0,11.0,0.1538461538461540,7.0,3.0,0.7,11.0,7.0,0.6111111111111110,3.0,0.0,1.0,4.0,0.0,1.0,8.0,0.0,1.0,3.0,0.9344,127.0,100.0,50.7,33.7
251,1084,2024-25-McNeese,2024-25,McNeese,Southland,49.0,AQ,58.0,58.0,195.0,201.0,25-6,21-1,5-4,2-10,218.0,44.0,0-2,2-1,2-6,18-0,25.0,6.0,0.8064516129032260,21.0,1.0,0.9545454545454550,5.0,4.0,0.5555555555555560,2.0,10.0,0.1666666666666670,0.0,2.0,0.0,2.0,1.0,0.6666666666666670,2.0,6.0,0.25,18.0,0.0,1.0,-0.9,0.7962,113.4,100.7,47.5,34.7
252,1091,2024-25-Arkansas,2024-25,Arkansas,SEC,37.0,AL,40.0,40.0,38.0,96.0,20-13,11-9,2-11,6-4,23.0,174.0,10-5,3-4,4-00,7-00,20.0,13.0,0.6060606060606060,11.0,9.0,0.55,2.0,11.0,0.1538461538461540,6.0,4.0,0.6,10.0,5.0,0.6666666666666670,3.0,4.0,0.4285714285714290,4.0,0.0,1.0,7.0,0.0,1.0,1.2,0.8616,111.9,95.4,48.3,27.6
253,1093,2024-25-Drake,2024-25,Drake,MVC,44.0,AQ,56.0,56.0,138.0,169.0,28-3,20-3,8-00,1-10,201.0,258.0,2-00,4-00,3-11,11-00,28.0,3.0,0.9032258064516130,20.0,3.0,0.8695652173913040,8.0,0.0,1.0,1.0,10.0,0.0909090909090909,2.0,0.0,1.0,4.0,0.0,1.0,3.0,11.0,0.2142857142857140,11.0,0.0,1.0,2.3,0.8229,112.5,98.5,51.7,36.0
254,1096,2024-25-Duke,2024-25,Duke,ACC,2.0,AQ,1.0,1.0,44.0,100.0,31-3,22-1,2-9,1-10,57.0,11.0,3-9,7-00,10-00,5-00,31.0,3.0,0.9117647058823530,22.0,1.0,0.9565217391304350,2.0,9.0,0.1818181818181820,1.0,10.0,0.0909090909090909,3.0,9.0,0.25,7.0,0.0,1.0,10.0,0.0,1.0,5.0,0.0,1.0,9.6,0.9807,128.5,91.3,44.5,35.2
255,1097,2024-25-American,2024-25,American,Patriot,65.0,AQ,226.0,226.0,314.0,243.0,20-12,16-5,7-4,10-5,324.0,169.0,0-1,0-3,2-1,19-6,20.0,12.0,0.625,16.0,5.0,0.7619047619047620,7.0,4.0,0.6363636363636360,10.0,5.0,0.6666666666666670,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.6666666666666670,19.0,6.0,0.76,-8.3,0.3354,101.2,107.4,52.1,23.8
256,1099,2024-25-UNCW,2024-25,UNCW,CAA,57.0,AQ,102.0,102.0,251.0,212.0,25-7,17-4,3-8,4-9,329.0,321.0,0-1,0-0,3-8,17-3,25.0,7.0,0.78125,17.0,4.0,0.8095238095238100,3.0,8.0,0.2727272727272730,4.0,9.0,0.3076923076923080,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,0.2727272727272730,17.0,3.0,0.85,-3.3,0.639,112.2,106.8,50.9,35.4
257,1100,2024-25-Maryland,2024-25,Maryland,Big Ten,15.0,AL,10.0,10.0,59.0,109.0,25-8,15-7,1-10,5-5,52.0,327.0,7-8,1-6,3-00,8-00,25.0,8.0,0.7575757575757580,15.0,7.0,0.6818181818181820,1.0,10.0,0.0909090909090909,5.0,5.0,0.5,7.0,8.0,0.4666666666666670,1.0,6.0,0.1428571428571430,3.0,0.0,1.0,8.0,0.0,1.0,4.6,0.9449,117.8,92.0,47.0,31.0
258,1110,2024-25-Marquette,2024-25,Marquette,Big East,26.0,AL,26.0,26.0,33.0,93.0,23-10,14-8,2-9,6-7,40.0,14.0,8-6,2-7,5-00,5-00,23.0,10.0,0.696969696969697,14.0,8.0,0.6363636363636360,2.0,9.0,0.1818181818181820,6.0,7.0,0.4615384615384620,8.0,6.0,0.5714285714285710,2.0,7.0,0.2222222222222220,5.0,0.0,1.0,5.0,0.0,1.0,3.6,0.8983,116.7,96.5,49.9,30.1
259,1112,2024-25-Oklahoma,2024-25,Oklahoma,SEC,36.0,AL,43.0,43.0,41.0,97.0,20-13,13-7,13-0,7-2,11.0,143.0,11-7,1-4,1-2,7-00,20.0,13.0,0.6060606060606060,13.0,7.0,0.65,13.0,0.0,1.0,7.0,2.0,0.7777777777777780,11.0,7.0,0.6111111111111110,1.0,4.0,0.2,1.0,2.0,0.3333333333333330,7.0,0.0,1.0,2.1,0.8549,117.7,100.9,51.1,26.5
260,1117,2024-25-Michigan,2024-25,Michigan,Big Ten,17.0,AQ,23.0,25.0,5.0,69.0,25-9,17-6,3-8,3-7,22.0,127.0,7-12,2-4,7-00,2-00,25.0,9.0,0.7352941176470590,17.0,6.0,0.7391304347826090,3.0,8.0,0.2727272727272730,3.0,7.0,0.3,7.0,12.0,0.3684210526315790,2.0,4.0,0.3333333333333330,7.0,0.0,1.0,2.0,0.0,1.0,6.2,0.9072,115.1,94.4,46.3,33.2
261,1122,2024-25-VCU,2024-25,VCU,Atlantic 10,45.0,AQ,31.0,31.0,113.0,159.0,27-6,18-3,3-9,3-7,131.0,275.0,1-2,4-6,6-00,13-1,27.0,6.0,0.8181818181818180,18.0,3.0,0.8571428571428570,3.0,9.0,0.25,3.0,7.0,0.3,1.0,2.0,0.3333333333333330,4.0,6.0,0.4,6.0,0.0,1.0,13.0,1.0,0.9285714285714290,1.1,0.9002,116.2,96.0,44.4,36.7
262,1126,2024-25-Akron,2024-25,Akron,MAC,53.0,AQ,91.0,91.0,256.0,214.0,26-6,20-1,5-6,4-8,298.0,191.0,0-1,2-1,3-7,18-0,26.0,6.0,0.8125,20.0,1.0,0.9523809523809520,5.0,6.0,0.4545454545454550,4.0,8.0,0.3333333333333330,0.0,1.0,0.0,2.0,1.0,0.6666666666666670,3.0,7.0,0.3,18.0,0.0,1.0,-1.8,0.6717,113.7,106.8,49.5,33.3
263,1128,2024-25-Alabama,2024-25,Alabama,SEC,6.0,AL,6.0,6.0,1.0,50.0,25-8,14-6,2-11,3-9,1.0,9.0,8-11,8-00,4-00,2-00,25.0,8.0,0.7575757575757580,14.0,6.0,0.7,2.0,11.0,0.1538461538461540,3.0,9.0,0.25,8.0,11.0,0.4210526315789470,8.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,1.0,9.8,0.9621,127.6,96.4,47.9,34.7
264,1137,2024-25-Florida,2024-25,Florida,SEC,4.0,AQ,4.0,4.0,26.0,88.0,30-4,17-4,13-0,3-7,18.0,261.0,4-11,9-00,4-00,6-00,30.0,4.0,0.8823529411764710,17.0,4.0,0.8095238095238100,13.0,0.0,1.0,3.0,7.0,0.3,4.0,11.0,0.2666666666666670,9.0,0.0,1.0,4.0,0.0,1.0,6.0,0.0,1.0,11.1,0.9713,127.7,94.0,45.3,38.1
265,1143,2024-25-ColoradoSt.,2024-25,Colorado St.,Mountain West,48.0,AQ,47.0,47.0,82.0,131.0,25-9,19-4,5-6,4-7,85.0,139.0,5-3,2-7,2-4,11-00,25.0,9.0,0.7352941176470590,19.0,4.0,0.8260869565217390,5.0,6.0,0.4545454545454550,4.0,7.0,0.3636363636363640,5.0,3.0,0.625,2.0,7.0,0.2222222222222220,2.0,4.0,0.3333333333333330,11.0,0.0,1.0,0.9,0.8761,116.9,98.6,48.5,26.4
266,1144,2024-25-SaintFrancis,2024-25,Saint Francis,NEC,68.0,AQ,297.0,297.0,314.0,243.0,13-17,8-11,9-2,13-6,207.0,40.0,0-4,0-1,3-2,9-11,13.0,17.0,0.4333333333333330,8.0,11.0,0.4210526315789470,9.0,2.0,0.8181818181818180,13.0,6.0,0.6842105263157900,0.0,4.0,0.0,0.0,1.0,0.0,3.0,2.0,0.6,9.0,11.0,0.45,-12.2,0.2114,99.9,112.0,51.3,25.4
267,1159,2024-25-Illinois,2024-25,Illinois,Big Ten,22.0,AL,17.0,17.0,17.0,83.0,21-12,13-9,3-8,5-5,10.0,22.0,10-8,2-7,0-0,6-00,21.0,12.0,0.6363636363636360,13.0,9.0,0.5909090909090910,3.0,8.0,0.2727272727272730,5.0,5.0,0.5,10.0,8.0,0.5555555555555560,2.0,7.0,0.2222222222222220,0.0,0.0,0.0,6.0,0.0,1.0,3.4,0.9228,122.2,98.5,47.3,36.0
268,1162,2024-25-Gonzaga,2024-25,Gonzaga,WCC,30.0,AQ,8.0,8.0,76.0,127.0,25-8,16-4,4-9,2-8,74.0,29.0,5-5,3-5,5-00,10-00,25.0,8.0,0.7575757575757580,16.0,4.0,0.8,4.0,9.0,0.3076923076923080,2.0,8.0,0.2,5.0,5.0,0.5,3.0,5.0,0.375,5.0,0.0,1.0,10.0,0.0,1.0,2.7,0.9441,123.3,96.4,47.5,32.7
269,1176,2024-25-Bryant,2024-25,Bryant,America East,62.0,AQ,141.0,141.0,314.0,243.0,21-11,17-2,9-4,7-10,312.0,193.0,0-1,0-3,2-3,18-5,21.0,11.0,0.65625,17.0,2.0,0.8947368421052630,9.0,4.0,0.6923076923076920,7.0,10.0,0.4117647058823530,0.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,0.4,18.0,5.0,0.782608695652174,-7.1,0.5112,105.8,105.3,47.7,34.2
270,1177,2024-25-TexasA&M,2024-25,Texas A&M,SEC,13.0,AL,18.0,18.0,7.0,72.0,22-10,8-11,2-11,5-5,7.0,36.0,9-7,1-9,1-00,5-00,22.0,10.0,0.6875,8.0,11.0,0.4210526315789470,2.0,11.0,0.1538461538461540,5.0,5.0,0.5,9.0,7.0,0.5625,1.0,9.0,0.1,1.0,0.0,1.0,5.0,0.0,1.0,5.2,0.9237,115.7,93.1,48.2,42.0
271,1179,2024-25-BYU,2024-25,BYU,Big 12,21.0,AL,25.0,24.0,50.0,102.0,24-9,15-7,2-9,5-6,45.0,313.0,7-8,2-6,4-00,6-00,24.0,9.0,0.7272727272727270,15.0,7.0,0.6818181818181820,2.0,9.0,0.1818181818181820,5.0,6.0,0.4545454545454550,7.0,8.0,0.4666666666666670,2.0,6.0,0.25,4.0,0.0,1.0,6.0,0.0,1.0,4.8,0.9377,125.4,99.1,50.6,33.3
272,1193,2024-25-Kansas,2024-25,Kansas,Big 12,28.0,AL,20.0,20.0,4.0,68.0,21-12,10-12,2-9,8-4,12.0,19.0,11-6,1-7,5-00,3-00,21.0,12.0,0.6363636363636360,10.0,12.0,0.4545454545454550,2.0,9.0,0.1818181818181820,8.0,4.0,0.6666666666666670,11.0,6.0,0.6470588235294120,1.0,7.0,0.125,5.0,0.0,1.0,3.0,0.0,1.0,4.1,0.9274,116.1,93.0,46.2,30.4
273,1197,2024-25-Purdue,2024-25,Purdue,Big Ten,14.0,AL,19.0,19.0,3.0,66.0,22-11,14-8,3-8,6-5,13.0,10.0,10-7,1-9,2-00,4-00,22.0,11.0,0.6666666666666670,14.0,8.0,0.6363636363636360,3.0,8.0,0.2727272727272730,6.0,5.0,0.5454545454545450,10.0,7.0,0.5882352941176470,1.0,9.0,0.1,2.0,0.0,1.0,4.0,0.0,1.0,4.3,0.9289,125.0,100.0,52.0,31.0
274,1202,2024-25-UConn,2024-25,UConn,Big East,31.0,AL,32.0,32.0,59.0,109.0,23-10,15-7,3-8,4-7,54.0,63.0,6-6,3-7,1-4,6-00,23.0,10.0,0.696969696969697,15.0,7.0,0.6818181818181820,3.0,8.0,0.2727272727272730,4.0,7.0,0.3636363636363640,6.0,6.0,0.5,3.0,7.0,0.3,1.0,4.0,0.2,6.0,0.0,1.0,2.2,0.8829,121.6,102.0,48.3,35.6
275,1203,2024-25-UtahSt.,2024-25,Utah St.,Mountain West,40.0,AL,37.0,37.0,89.0,135.0,25-7,16-6,1-9,4-7,86.0,105.0,4-2,3-8,5-00,10-00,25.0,7.0,0.78125,16.0,6.0,0.7272727272727270,1.0,9.0,0.1,4.0,7.0,0.3636363636363640,4.0,2.0,0.6666666666666670,3.0,8.0,0.2727272727272730,5.0,0.0,1.0,10.0,0.0,1.0,2.3,0.8528,122.6,105.2,51.8,34.6
276,1211,2024-25-Liberty,2024-25,Liberty,CUSA,50.0,AQ,60.0,60.0,135.0,168.0,25-6,16-5,1-9,2-9,222.0,294.0,0-0,2-3,14-4,8-00,25.0,6.0,0.8064516129032260,16.0,5.0,0.7619047619047620,1.0,9.0,0.1,2.0,9.0,0.1818181818181820,0.0,0.0,0.0,2.0,3.0,0.4,14.0,4.0,0.7777777777777780,8.0,0.0,1.0,-0.3,0.8308,112.8,98.2,45.9,18.9
277,1214,2024-25-TexasTech,2024-25,Texas Tech,Big 12,9.0,AL,7.0,7.0,35.0,94.0,25-8,16-6,2-9,2-8,47.0,296.0,5-10,3-3,6-00,6-00,25.0,8.0,0.7575757575757580,16.0,6.0,0.7272727272727270,2.0,9.0,0.1818181818181820,2.0,8.0,0.2,5.0,10.0,0.3333333333333330,3.0,3.0,0.5,6.0,0.0,1.0,6.0,0.0,1.0,5.8,0.9546,126.0,96.7,48.0,34.3
278,1217,2024-25-MichiganSt.,2024-25,Michigan St.,Big Ten,7.0,AL,11.0,11.0,18.0,84.0,27-6,18-4,2-9,2-8,31.0,133.0,13-5,1-5,5-00,4-00,27.0,6.0,0.8181818181818180,18.0,4.0,0.8181818181818180,2.0,9.0,0.1818181818181820,2.0,8.0,0.2,13.0,5.0,0.7222222222222220,1.0,5.0,0.1666666666666670,5.0,0.0,1.0,4.0,0.0,1.0,7.8,0.941,116.8,91.8,46.1,35.3
279,1220,2024-25-HighPoint,2024-25,High Point,Big South,52.0,AQ,82.0,82.0,279.0,222.0,27-5,17-2,3-10,3-7,354.0,356.0,0-0,1-00,3-8,18-2,27.0,5.0,0.84375,17.0,2.0,0.8947368421052630,3.0,10.0,0.2307692307692310,3.0,7.0,0.3,0.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,0.2727272727272730,18.0,2.0,0.9,-1.8,0.7262,117.7,108.1,49.1,34.0
280,1223,2024-25-NorfolkSt.,2024-25,Norfolk St.,MEAC,63.0,AQ,183.0,183.0,329.0,250.0,21-10,14-3,7-7,9-8,245.0,100.0,0-2,2-1,3-4,16-3,21.0,10.0,0.6774193548387100,14.0,3.0,0.8235294117647060,7.0,7.0,0.5,9.0,8.0,0.5294117647058820,0.0,2.0,0.0,2.0,1.0,0.6666666666666670,3.0,4.0,0.4285714285714290,16.0,3.0,0.8421052631578950,-5.3,0.4254,106.2,109.0,49.7,32.8
